藥品代碼,商品名,成份,ATC_CODE1,抗生素
PRA04I,Praxbind,idarucizumab,V03AB37,N
PRE01I,Precedex,dexmedetomidine,N05CM18,N
PRE02E,Premarin,conjugated estrogens,G03CA57,N
PRE02I,Prevenar,"carrier protein,polysaccharide multi-ser",J07AL02,N
PRE05E,Pred,prednisolone acetate,S01BA04,N
PRE20I,PREVENAR,"carrier protein,polysaccharide multi-ser",J07AL02,N
PRI02O,Priligy,dapoxetine hydrochloride,G04BX14,N
PRI03I,Prismasol,"sodium bicarbonate, calcium chloride dih",B05ZB,N
PRI04I,Primacor,milrinone lactate,C01CE02,N
PRI05I,Privigen,human immunoglobulin,J06BA02,N
PRO01I,Prolia,denosumab,M05BX04,N
PRO02E,Proparacaine,proparacaine,S01HA04,N
PRO02I,Promeran,metoclopramide,A03FA01,N
PRO05I,Protamine,protamine sulfate,V03AB14,N
PRO09I,PROGESTERONE,progesterone,G03DA04,N
PRO10O,Procil,propyl-thiouracil,H03BA02,N
PRO11O,Provera,medroxyprogesterone acetate,G03DA02,N
PRO12I,Progeston,hydroxyprogesterone caproate,G03DA03,N
PRO14I,Promostan,prostaglandin e1 (pge1)(alprostadil),C01EA01,N
PRO15O,Procal,calcium acetate 667mg (ca: 169mg),V03AE07,N
PRO17O,Prograf,tacrolimus,L04AD02,N
PRO18O,PROGRAF,tacrolimus,L04AD02,N
PRO19E,Prostin,dinoprostone,G02AD02,N
PRO20O,Propranolol,propranolol,C07AA05,N
PRO21O,Propecia,finasteride,D11AX10,N
PRO22I,Isoproternol,isoproterenol,C01CA02,N
PRO25O,Progor,diltiazem hcl,C08DB01,N
PRO27E,Protopic,tacrolimus,D11AH01,N
PRO28O,Prograf,tacrolimus,L04AD02,N
PRO29I,Prograf,tacrolimus,L04AD02,N
PRO29O,Protase,pancrelipase,A16AB,N
PRO30O,Provigil,modafinil,N06BA07,N
PRO31O,Promeran,metoclopramide,A03FA01,N
PUL03E,Pulmicort,budesonide,R03BA02,N
PYR04I,Pyridoxal,vitamin b6 (pyridoxal phosphate),A11HA06,N
PYR05O,Pyrazinamide,pyrazinamide,J04AK01,N
QTE01O,Qtern,"saxagliptin,dapagliflozin",A10BD21,N
QTI01S,Qting,quetiapine fumarate,N05AH04,N
QUI05O,Quinidine,quinidine,C01BA01,N
RAK01O,Rakinson,rasagiline mesylate,N04BD02,N
RAN02O,Rancad,ranolazine,C01EB18,N
RAP01O,Rapamune,sirolimus,L04AA10,N
RAP04I,Rapiacta,peramivir,J05AH,N
RAS01O,Rasitol,furosemide,C03CA01,N
REB01I,Rebif,interferon beta-1a,L03AB07,N
REB02I,Rebif,interferon beta-1a,L03AB07,N
REC03I,Recormon,epoetin beta,B03XA01,N
REL02I,Relaxin,succinylcholine,N07AB,N
REL02O,Relazide,"hydralazine,hydrochlorothiazide,reserpin",C02LA51,N
REL03E,Relvar,"fluticasone furoate,vilanterol",R03AK10,N
REL03O,Relinide,repaglinide,A10BX02,N
REL04E,RELVAR,"fluticasone furoate,vilanterol",R03AK10,N
REM01S,Remaltin,gabapentin,N03AX12,N
REM03I,Remsima,infliximab,L04AB02,N
REM04I,Remifentanil,remifentanil,N01AH06,N
REP01I,Repatha,evolocumab,C10AX13,N
REP02I,Repatha,evolocumab,C10AX13,N
REQ02O,REQUIP,ropinirole (hcl),N04BC04,N
REQ03O,Requip,ropinirole (hcl),N04BC04,N
RES01E,Restasis,cyclosporine,S01XA18,N
REV02O,Revatio,sildenafil,G04BE03,N
REV03O,Revlimid,lenalidomide,L04AX04,N
REV04O,REVLIMID,lenalidomide,L04AX04,N
REV05O,Revlimid,lenalidomide,L04AX04,N
REV06O,Revolade,"eltrombopag olamine, milled",B02BX05,N
REV07O,REVLIMID,lenalidomide,L04AX04,N
REX01O,Rexulti,brexpiprazole,N05AX16,N
RHE01I,Rheomacrodex,"dextran 40,dextrose",B05AA05,N
RHO01I,Rho(D),"gamma globulin,anti-rho(d)",J06BB01,N
RHY01O,Rhynorm,propafenone hcl,C01BC03,N
RIB03O,Ribarin,ribavirin,J05AP01,N
RIF08O,RIFAMPICIN,rifampicin,J04AB02,N
RIN01E,Rinderon-V,betamethasone,D07AC01,N
RIN02E,Rinderon-A,"betamethasone disodium phosphate 0.1%, f",S01CA05,N
RIN03O,Rinvoq,upadacitinib,L04AA44,N
RIN04O,RINVOQ,upadacitinib,L04AF03,N
RIN12I,Ringer,"nacl, kcl, cacl2",A12CA01,N
RIN13I,Rinderon,betamethasone,H02AB01,N
RIS02O,RISPERDAL,risperidone,N05AX08,N
RIT01O,Ritalin,methylphenidate,N06BA04,N
RIT02O,RITALIN,methylphenidate,N06BA04,N
RIV01S,Rivast,rivastigmine,N06DA03,N
RIV04O,RIVOtril,clonazepam,N03AE01,N
RIV05O,RIVOTRIL,clonazepam,N03AE01,N
RIX01O,Rixia,metolazone,C03BA08,N
RIZ01O,Rizatan,rizatriptan benzoate,N02CC04,N
ROA02O,Roaccutane,isotretinoin,D10BA01,N
ROC01I,Rocuronium,rocuronium bromide,M03AC09,N
ROL01I,Rolikan,sodium bicarbonate,B05XA02,N
ROL02I,ROLIKAN,sodium bicarbonate,B05XA02,N
ROP01I,Ropica,ropivacaine,N01BB09,N
ROS01I,Rosis,furosemide,C03CA01,N
ROT02S,Rotarix,human rotavirus(rix4414),J07BH01,N
ROT03S,RotaTeq,"rotavirus vaccine(g1,p1,g2,g3,g4)",J07BH01,N
ROZ01O,Rozerem,ramelteon,N05CH02,N
ROZ02O,Rozlytrek,entrectinib,L01EX14,N
RSV01I,RSV,rsv antigen,J07BX05,N
RYB01O,Rybelsus,semaglutide,A10BJ06,N
RYB02O,RYBELSUS,semaglutide,A10BJ06,N
RYB03O,RYBELSUS,semaglutide,A10BJ06,N
RYD01O,Rydapt,midostaurin,L01EX10,N
RYZ01I,Ryzodeg,"insulin aspart,insulin degludec",A10AD06,N
SAB01I,SABS,metronidazole,J01XD01,Y
SAI01I,Saizen,somatropin,H01AC01,N
SAI02I,Saizen,somatropin,H01AC01,N
SAL01I,Saline,sodium chloride,B05XA03,N
SAL01O,Salazine,sulfasalazine,A07EC01,N
SAL02I,Saline,sodium chloride,B05XA03,N
SAL02O,Saltolin,salbutamol,R03CC02,N
SAL03E,Saldolin,salbutamol,R03AC02,N
SAL03I,Saline,sodium chloride,B05XA03,N
SAL04I,Saline,sodium chloride,B05XA03,N
SAL05I,Saline,sodium chloride,B05XA03,N
SAL05O,Salagen,pilocarpine,N07AX01,N
SAM01O,Samsca,tolvaptan,C03XA01,N
SAN01O,Sanyl,nicametate citrate,C04AC,N
SAN04I,Sandostatin,octreotide,H01CB02,N
SAN05I,Sandostatin,octreotide,H01CB02,N
SCE01O,Scemblix,asciminib hydrochloride,L01EA06,N
SCR01S,Scrat,sucralfate,A02BX02,N
SEC04S,Secorine,"guaifenesin,methylephedrine,chlorphenira",R06AB54,N
SER01S,Seridol,risperidone,N05AX08,N
SER03O,Seroquel,quetiapine fumarate,N05AH04,N
SER05O,SEROQUEL,quetiapine fumarate,N05AH04,N
SER09E,Seretide,"fluticasone propionate,salmeterol",R03AK06,N
SER09O,Seroquel,quetiapine fumarate,N05AH04,N
SER12E,SERETIDE,"fluticasone propionate,salmeterol",R03AK06,N
SET01O,Setine,paroxetine hcl,N06AB05,N
SET02I,Setron,granisetron,A04AA02,N
SET02O,Setron,granisetron,A04AA02,N
SEV01I,Sevatrim,"sulfamethoxazole,trimethoprim",J01EE01,Y
SEV01O,Sevina,"estradiol,norethisterone acetate",G03FB05,N
SEV03O,SEVIKAR,"amlodipine 5mg,olmesartan 40mg",C09DB02,N
SHI02I,SHINCORT,triamcinolone acetonide,H02AB08,N
SHI03I,Shingrix,varicella zoster virus glycoprotein e,J07BK03,N
SIG01O,SIGMART,nicorandil,C01DX16,N
SIL03E,Siliverzine,silver sulfadiazine,D06BA01,N
SIL05E,Silver,silver nitrate,D08AL01,N
SIL06E,SILIVERZINE,silver sulfadiazine,D06BA01,N
SIL07O,Silence,lorazepam,N05BA06,N
SIM01E,Simbrinza,"brimonidine tartrate,brinzolamide",S01EC54,N
SIM01I,Simdax,levosimendan,C01CX08,N
SIM02I,Simponi,golimumab,L04AB06,N
SIN01E,Sindecon,oxymetazoline,R01AA05,N
SIN01I,Sintrix,ceftriaxone,J01DD04,Y
SIN03E,Sindine,povidone-iodine,D08AG02,N
SIN06E,Sinomin,sulfamethoxazole,S01AB,N
SIN10O,Singulair,montelukast (sodium),R03DC03,N
SIN11E,Sindine,povidone-iodine,D08AG02,N
SIN12E,Sindine,povidone-iodine,D08AG02,N
SIN13E,Sindine,povidone-iodine,D08AG02,N
SIN14E,Sindine,povidone-iodine,D08AG02,N
SIN15E,Sintropic,tropicamide,S01FA06,N
SIN15O,Singulair,montelukast (sodium),R03DC03,N
SIN16E,Sindine,povidone-iodine,D08AG02,N
SIN16O,Singulair,montelukast (sodium),R03DC03,N
SIN17E,Sinpharderm,urea,D02AE01,N
SIN20O,Sinmaron,mirtazapine,N06AX11,N
SIR01O,Sirdalud,tizanidine hcl,M03BX02,N
SIV01I,Sivkort,triamcinolone acetonide,H02AB08,N
SLA01O,Slatone,spironolactone,C03DA01,N
SMA01O,Smartgen,dihydroergotoxine mesylate,C04AE01,N
SME01O,Smecta,dioctahedral smectite,A07BC05,N
SMO01O,Smokquit,nicotine resinate,N07BA01,N
SMO02E,Smokfree,nicotine,N07BA01,N
SMO03E,SMOKFREE,nicotine,N07BA01,N
SMO04I,SmofKabiven,sodium acetate trihydrate (eq to sodium,B05BA10,N
SMY01O,Smyraf,peficitinib,L04AF06,N
SOD02I,Sod.,sodium chloride,B05CB01,N
SOD05O,Sodium,sodium bicarbonate,A02AH,N
SOD12I,Sodium,sodium chloride,B05XA03,N
SOD15I,Sod.,sodium chloride,B05CB01,N
SOL01O,Solaxin,chlorzoxazone,M03BB03,N
SOL02I,Solu-Cortef,hydrocortisone sodium succinate,H02AB09,N
SOL03I,SOLU-MEDROL,methylprednisolone sodium succinate,H02AB04,N
SOL04I,Solu-Medrol,methylprednisolone sodium succinate,H02AB04,N
SOL06I,Soliqua,"insulin glargine,lixisenatide",A10AE54,N
SOL07I,Soliris,eculizumab,L04AA25,N
SOL08O,Solian,amisulpride,N05AL05,N
SOM01I,Somatuline,lanreotide (acetate),H01CB03,N
SOM01O,Somn,melatonin,N05CH01,N
SOR01S,Sortuss,"dextromethorphan hbr,guaiacol glycolate,",R05FA02,N
SPA05O,Spastec,pinaverium bromide,A03AX04,N
SPE01O,Spedra,avanafil,G04BE10,N
SPE02E,Spersin,"bacitracin, polymyxin b, neomycin",D06AX04,N
SPI04E,Spiriva,tiotropium,R03BB04,N
SPI05E,Spiolto,"olodaterol,tiotropium",R03AL06,N
SPO01O,Sporanox,itraconazole,J02AC02,Y
SPR01E,Spravato,esketamine,N06AX27,N
SPR01O,SPRYCEL,dasatinib,L01EA02,N
STA01I,Stazolin,cefazolin sodium,J01DB04,Y
STA05O,Stable,hydralazine,C02DB02,N
STA06O,Stalevo,"levodopa,carbidopa,entacapone",N04BX02,N
STE03E,Steridal,chlorhexidine gluconate,D08AC02,N
STI02O,Stivarga,regorafenib,L01EX05,N
STI04O,Stilnox,zolpidem hemitartrate,N05CF02,N
STR01E,Striverdi,olodaterol,R03AC19,N
STR01O,Strocain,"oxethazaine, polymigel",A02AX,N
STR01S,Strolin,fenoterol hbr,R03CC04,N
STR04O,Stromectol,ivermectin,P02CF01,N
STR05I,Stronger,monoammonium glycyrrhizinate,A16AX,N
SUB01I,Subacillin,"ampicillin,sulbactam",J01CR01,Y
SUL01O,Sulmatyl,sulpiride,N05AL01,N
SUL01S,Sulfacotrim,"sulfamethoxazole,trimethoprim",J01EE01,Y
SUL04O,Sulpin,sulpiride,N05AL01,N
SUN01I,Suntose,"glucose, nacl",B05BA10,N
SUR01E,Survanta,"phosphatidylcholine,phospholipids,trigly",R07AA30,N
SUT01E,Sutrol,metronidazole,G01AF01,N
SUT01O,Sutent,sunitinib malate,L01EX01,N
SUW01O,Suwell,"al(oh)3,mg(oh)2,simethicone",A02AF02,N
SYL01I,Sylvant,siltuximab,L04AC11,N
SYL02I,Sylvant,siltuximab,L04AC11,N
SYM01E,Symbicort,"budesonide, formoterol",R03AK07,N
SYM01O,Symproic,naldemedine,A06AH05,N
SYM02E,SYMBICORT,"budesonide,formoterol fumarate dihydrate",R03AK07,N
SYN01O,Synbot,enalapril maleate,C09AA02,N
SYN03I,Synagis,palivizumab,J06BD01,N
SYN03O,Syntrend,carvedilol,C07AG02,N
SYN04O,SYNTACE,ramipril,C09AA05,N
SYS02E,Systane,propylene glycol,S01XA20,N
TAF01O,Tafinlar,dabrafenib,L01EC02,N
TAG02O,Tagrisso,osimertinib,L01EB04,N
TAI01O,Taigexyn,nemonoxacin,J01MB08,Y
TAI02I,Taita,"dextrose,na,p,acetate,cl,p",B05BB02,N
TAI03I,Taita,"glucose, electrolytes: na, k, cl, p, ace",B05BB02,N
TAI05I,Taita,"cl,electrolytes: na,glucose,k,mg,p",B05BB02,N
TAI06I,Taigexyn,nemonoxacin,J01MB08,Y
TAK01I,Takepron,lansoprazole,A02BC03,N
TAK01O,Takepron,lansoprazole,A02BC03,N
TAL01I,Taltz,ixekizumab,L04AC13,N
TAL01O,Talzenna,talazoparib tosylate,L01XK04,N
TAL01S,Talopram,escitalopram oxalate,N06AB10,N
TAM02O,Tamiflu,oseltamivir,J05AH02,N
TAM04O,Tambocor,flecainide acetate,C01BC04,N
TAM07O,Tamlosin,tamsulosin hcl,G04CA02,N
TAP01I,Tapimycin,"piperacillin,tazobactam",J01CR05,Y
TAR02I,Targocid,teicoplanin,J01XA02,Y
TAR03O,TARCEVA,erlotinib,L01EB02,N
TAR05O,Tarceva,erlotinib,L01EB02,N
TAS01O,TASIGNA,nilotinib hydrochloride monohydrate,L01EA03,N
TAS02O,Tasigna,nilotinib hydrochloride monohydrate,L01EA03,N
TAT03I,TATUMCEF,ceftazidime,J01DD02,Y
TAZ02I,Tazocin,piperacillin+tazobactam,J01CR05,Y
TEC02O,TECFIDERA,dimethyl fumarate,L04AX07,N
TEI01I,Teicod,teicoplanin,J01XA02,Y
TEM02O,TEMODAL,temozolomide,L01AX03,N
TEM03O,Temodal,temozolomide,L01AX03,N
TEN04I,Tencam,tenoxicam,M01AC02,N
TEP01O,Tepmetko,tepotinib hydrochloride hydrate,L01EX21,N
TES03I,Testosterone,testosterone cypionate,G03BA03,N
TES05I,Testodiol,"estradiol,testosterone",G03EA02,N
TET01E,Tetracycline,tetracycline hcl,S01AA09,N
TET02O,Tetracycline,tetracycline,J01AA07,Y
TET09I,Tetanus,tetanus toxoid,J07AM01,N
TEZ01I,Tezspire,tezepelumab,R03DX11,N
TEZ02I,Tezspire,tezepelumab,R03DX11,N
THA01O,Thado,thalidomide,L04AX02,N
THI01I,Thiamine,vitamin b1 (thiamine),A11DA01,N
THO01O,Thoin,theophylline,R03DA04,N
THR01O,Through,sennoside a+b,A06AB06,N
THY01I,Thymoglobuline,rabbit anti-human thymocyte immunoglobul,L04AA04,N
TIG01I,Tigelin,tigecycline,J01AA12,Y
TIM03E,Timoptol,timolol,S01ED01,N
TOB03E,Tobacin,tobramycin,S01AA12,N
TOF02O,Tofranil,imipramine hcl,N06AA02,N
TON01O,Tonsaric,allopurinol,M04AA01,N
TON03O,Tonvasca,"ezetimibe,pitavastatin",C10BA13,N
TOP02E,Topsym,fluocinonide,D07AC08,N
TOP06O,Topamax,topiramate,N03AX11,N
TOP07E,Topsym,fluocinonide,D07AC08,N
TOR01E,Toricam,piroxicam,M02AA07,N
TOT01E,Totifen,ketotifen,S01GX08,N
TOU01I,Toujeo,insulin glargine,A10AE04,N
TRA01O,Trajenta,linagliptin,A10BH05,N
TRA02I,Trandate,labetalol,C07AG01,N
TRA03O,Transamin,tranexamic acid,B02AA02,N
TRA07I,Tramtor,tramadol hcl,N02AX02,N
TRA08I,Tractocile,atosiban,G02CX01,N
TRA13O,TRACLEER-CHD,bosentan,C02KX01,N
TRA14O,TRAJENTA,"linagliptin,metformin",A10BD11,N
TRE01E,Tretinoin,tretinoin,D10AD01,N
TRE02E,Trelegy,"fluticasone furoate,umeclidinium,vilante",R03AL08,N
TRE03E,TRELEGY,"fluticasone furoate,umeclidinium,vilante",R03AL08,N
TRE03I,Tresiba,insulin degludec,A10AE06,N
TRI07O,Tritace,ramipril,C09AA05,N
TRI08O,Trileptal,oxcarbazepine,N03AF02,N
TRI09O,TRITACE,ramipril,C09AA05,N
TRI12E,Trimbow,"beclometasone dipropionate,formoterol fu",R03AL09,N
TRO01E,TROPINE,atropine sulfate,S01FA01,N
TRO01O,Trolovol,d-penicillamine,M01CC01,N
TRO02E,Tropine,atropine sulfate,S01FA01,N
TRO02O,Trokendi,topiramate,N03AX11,N
TRU01I,Trulicity,dulaglutide,A10BJ05,N
TS101O,TS-1,"gimeracil,tegafur",L01BC53,N
TYG01I,Tygacil,tigecycline,J01AA12,Y
TYK01O,Tykerb,lapatinib ditosylate monohydrate,L01EH01,N
TYS01I,Tysabri,natalizumab,L04AA23,N
UFU01O,Ufur,"tegafur,uracil",L01BC53,N
ULC01I,Ulcertin,famotidine,A02BA03,N
ULE01S,Ulexin,cephalexin,J01DB01,Y
ULT01I,Ultomiris,ravulizumab,L04AJ02,N
ULT02E,Ultibro,"glycopyrrolate,indacaterol maleate",R03AL04,N
UPL01I,Uplizna,inebilizumab,L04AA47,N
UPT04O,Uptravi,selexipag,B01AC27,N
UPT05O,UPTRAVI,selexipag,B01AC27,N
UPT06O,UPTRAVI,selexipag,B01AC27,N
URE03E,Urea,urea,D02AE01,N
URE04E,Ureson,"urea,hydrocortisone",D02AE,N
URI02O,URIEF,silodosin,G04CA04,N
URO01O,Urosin,atenolol,C07AB03,N
URO02O,UroSAN,sodium pentosan polysulphate,G04BX15,N
URO05I,Uromitexan,mesna,V03AF01,N
URO05O,Uroprin,phenazopyridine hcl,G04BX06,N
URO07I,Urokinase,urokinase,B01AD04,N
URO07O,Urotrol,propiverine hcl,G04BD06,N
USO01E,U,urea,D02AE01,N
USO01I,U-Sodin,verapamil,C08DA01,N
UTA01O,Utapine,quetiapine fumarate,N05AH04,N
UTR01O,Utrogestan,progesterone,G03DA04,N
UTR02O,Utraphen,tramadol; acetaminophen,N02AX52,N
UWA01O,Uwarin,warfarin,B01AA03,N
UWA02O,UWARIN,warfarin,B01AA03,N
VAB01I,Vabysmo,faricimab,S01LA09,N
VAB02I,Vabysmo,faricimab,S01LA09,N
VAG01I,Vagostin,neostigmine methylsulfate,N07AA01,N
VAL03O,Valdoxan,agomelatine,N06AX22,N
VAL04O,Valcyte,valganciclovir,J05AB14,Y
VAL05O,Valtrex,valaciclovir hydrochloride,J05AB11,Y
VAN04I,Vanco,vancomycin hcl,J01XA01,Y
VAN04O,Vancover,vancomycin hcl,A07AA09,Y
VAQ01I,VAQTA,"hepatitis a virus, purified, inactivated",J07BC02,N
VAQ02I,VAQTA,"hepatitis a virus, purified, inactivated",J07BC02,N
VAR04I,Varivax,varicella vaccine,J07BK01,N
VAX06I,Vaxigrip,type a、a、b  influenza like virus,J07BB02,N
VAX09I,Vaxneuvance,"carrier protein,polysaccharide multi-ser",J07AL02,N
VB103O,Vitamin,vitamin b1 (thiamine),A11DA01,N
VEL01O,Velexbru,tirabrutinib,L01EL06,N
VEM01O,Vemlidy,tenofovir alafenamide,J05AF13,N
VEN02E,Ventolin,salbutamol,R03AC02,N
VEN04E,Ventavis,iloprost (trometamol),B01AC11,N
VEN04O,Venina,"estradiol valerate,medroxyprogesterone",G03FA12,N
VEN05O,Venclexta,venetoclax,L01XX52,N
VER01O,Verzenio,abemaciclib,L01EF03,N
VER02I,Verorab,rabbies vaccine,J07BG01,N
VER04O,VERQUVO,vericiguat,C01DX22,N
VES01O,Vesanoid,tretinoin,L01XF01,N
VES02O,Vesicare,solifenacin succinate,G04BD08,N
VFE01I,Vfend,voriconazole,J02AC03,Y
VFE01O,Vfend,voriconazole,J02AC03,Y
VGE01I,V-Genta,gentamicin sulfate,J01GB03,Y
VIA03O,Viagra,sildenafil,G04BE03,N
VIA04O,Viagra,sildenafil,G04BE03,N
VIA05O,Viartril-S,glucosamine sulfate,M01AX05,N
VIA06O,Viagra,sildenafil,G04BE03,N
VIC01I,Victoza,liraglutide,A10BJ02,N
VID01E,Vidisic,carbomer,S01XA20,N
VIG01E,Vigamox,moxifloxacin (hcl),S01AE07,N
VIM01E,Vimax,clobetasol,D07AD01,N
VIM01I,Vimpat,lacosamide,N03AX18,N
VIM01O,Vimpat,lacosamide,N03AX18,N
VIN01O,Vinobin,vinorelbine tartrate,L01CA04,N
VIN02O,VINOBIN,vinorelbine tartrate,L01CA04,N
VIR01O,Viread,tenofovir,J05AF07,N
VIS02O,Visanne,dienogest,G03DB08,N
VIT01I,Vitacicol,vitamin c (ascorbic acid),A11GA01,N
VIT05I,VitaCAL,"calcium chloride, glucose",B05BB02,N
VIT07I,Vitacicol,vitamin c (ascorbic acid),A11GA01,N
VOL01I,Voluven,hydroxyethyl starch,B05AA07,N
VOL01O,Volna-K,diclofenac,M01AB05,N
VOL04O,Voltaren,diclofenac,M01AB05,N
VOR02E,Voren-G,diclofenac sodium,M02AA15,N
VOR03E,Voren,diclofenac sodium,M01AB05,N
VOT01O,Votrient,pazopanib hcl,L01EX03,N
VYZ01E,Vyzulta,latanoprostene bunod,S01EE06,N
WAK01O,Wakix,pitolisant hydrochloride,N07XX11,N
WAT05I,Water,water,V07AB,N
WAT07E,Water,water for injection,B05B,N
WEG01I,Wegovy,semaglutide,A10BJ06,N
WEG02I,Wegovy,semaglutide,A10BJ06,N
WEI02O,Weisu,sulindac,M01AB02,N
WEL03O,Wellbutrin,bupropion hcl,N06AX12,N
WEM01S,Wempty,domperidone,A03FA03,N
WIT01O,Witgen,memantine hcl,N06DX01,N
XAL01E,Xalatan,latanoprost,S01EE01,N
XAL01O,Xalkori,crizotinib,L01ED01,N
XAL02E,Xalacom,"latanoprost,timolol",S01ED51,N
XAM01E,Xamiol,"betamethasone 0.5mg,calcipotriol 50mcg",D05AX02,N
XAN01O,Xanax,alprazolam,N05BA12,N
XAN03O,Xanthium,theophylline dihydrous,R03DA04,N
XAN04O,XANAX,alprazolam,N05BA12,N
XAR01O,XARELTO,rivaroxaban,B01AF01,N
XAR02O,XARELTO,rivaroxaban,B01AF01,N
XAR03O,XARELTO,rivaroxaban,B01AF01,N
XAR04O,Xarelto,rivaroxaban,B01AF01,N
XEL01O,Xeloda,capecitabine,L01BC06,N
XEL02O,Xeljanz,tofacitinib,L04AA29,N
XEL03O,XELJANZ,tofacitinib,L04AA29,N
XGE01I,Xgeva,deanosumab,M05BX04,N
XGE02I,Xgeva,deanosumab,M05BX04,N
XIG01O,Xigduo,"dapagliflozin,metformin hcl",A10BD15,N
XOF01O,Xofluza,baloxavir marboxil,J05AX25,N
XOL01I,Xolair,omalizumab,R03DX05,N
XOL02I,Xolair,omalizumab,R03DX05,N
XTA02O,Xtandi,enzalutamide,L02BB04,N
XYJ01E,Xylocaine,lidocaine,D04AB01,N
XYS02E,Xylocaine,lidocaine,D04AB01,N
XYZ01O,Xyzal,levocetirizine dihydrochloride,R06AE09,N
YAZ01O,Yaz,"drospirenone,ethinyl estradiol",G03AA12,N
YOU01O,Youkoxia,etoricoxib,M01AH05,N
YUF01I,Yuflyma,adalimumab,L04AB04,N
ZAL01E,Zalain,sertaconazole nitrat,G01AF20,N
ZAL02E,ZALAIN,sertaconazole nitrat,D01AC14,N
ZAL03E,Zalain,sertaconazole nitrat,D01AC14,N
ZAN02O,Zanidip,lercanidipine hcl,C08CA13,N
ZAP01O,Zapine,clozapine,N05AH02,N
ZAV02I,Zavicefta,"avibactam,ceftazidime",J01DD52,Y
ZCO01O,Zcough,benzonatate,R05DB01,N
ZEJ01O,Zejula,niraparib,L01XK02,N
ZEP04O,ZEPOSIA,ozanimod hcl,L04AA38,N
ZER01I,Zerbaxa,"ceftolozane,tazobactam",J01DI54,Y
ZIE01I,Ziextenzo,pegfilgrastim,L03AA13,N
ZIN03I,Zinc,zinc sulfate,A12CB01,N
ZIN04E,Zin,zinc oxide,D02AB,N
ZIN04I,Zinforo,ceftaroline,J01DI02,Y
ZIT01O,Zithromax,azithromycin,J01FA10,Y
ZIT01S,Zithromax,azithromycin,J01FA10,Y
ZOD01I,Zodonic,zoledronic acid monohydrate,M05BA08,N
ZOL01I,Zoladex,goserelin acetate,L02AE03,N
ZOL01O,Zolpidem,zolpidem hemitartrate,N05CF02,N
ZOL02I,ZOLADEX,goserelin acetate,L02AE03,N
ZOL02O,Zoloft,sertraline hcl,N06AB06,N
ZON01O,Zonegran,zonisamide,N03AX15,N
ZOV01I,Zovirax,acyclovir,J05AB01,Y
ZUL01O,Zulitor,pitavastatin,C10AA08,N
ZYP02I,Zyprexa,olanzapine,N05AH03,N
ZYP02O,ZYPREXA,olanzapine,N05AH03,N
ZYV01I,Zyvox,linezolid,J01XX08,Y
ZYV01O,Zyvox,linezolid,J01XX08,Y
